id,clinic_id,source,review_id,author_name,rating,text,review_date,sentiment_score,sentiment_label,created_at
61,62,google,google_62_1765298664,Natalie Guzman,5.0,"I always have a pleasant experience with oak street health. They are very thorough and give me their full attention at my appointments. The staff is very courteous and helpful, thank you for everything you do Oak Street Health!",2025-12-09 10:44:24,,,2025-12-25 02:25:31.537757
62,62,google,google_62_1755296486,Dennis Kong,5.0,My parents have all switch to this location of oak street health. All of the staff are super nice and professional. They even have transportation service. A real gem for the Chinese community.,2025-08-15 17:21:26,,,2025-12-25 02:25:31.539369
63,62,google,google_62_1722470751,Amy Moy,5.0,"My experience was good.  I didn't have to wait too long  before I was called.  Dr. Laura Patiently went over my test result.  I was treated with concern and with kindness..
.",2024-07-31 19:05:51,,,2025-12-25 02:25:31.540087
64,62,google,google_62_1698447505,Diane Womack Foreman,5.0,"It was very professional from the receptionist to the office. I really enjoyed the young ladies in there, very professional Too. My Doctor, she held her own professionally, even though I was rushing her. I thank her for that I'm sure that my next visit will be full of more information",2023-10-27 17:58:25,,,2025-12-25 02:25:31.540744
66,63,google,google_63_1761589560,harmony rose,1.0,"WORST CARE EVER!  Was charged twice in the same office by two different receptionists and they are continuing to over charge me.  They are dismissive and odd, and will send you to different locations just to charge you more.  I am an international student that is now in the US alone, and quite literally have never been treated so negatively and been overcharged every single time.  Currently on the phone with them again, being talked down to by billing over something I paid for in the clinic.  They refuse to see my bank statements for proof and I have never been made to feel so small and worthless.  I don't normally write reviews but I swear I would camp outside of the Midwest Express clinic with a sign urging people to go somewhere else if I could.  THAT is how strongly I feel about this place.  And my last visit was last month...And I still feel this way.  I'd give negative stars if I could.",2025-10-27 13:26:00,,,2025-12-25 02:25:32.695928
67,63,google,google_63_1765123422,Cate Le,1.0,"I went there for a routine annual check-up, all covered by insurance. They talked me to doing blood test, and I insisted with the tech that helped me that I'd only do what's covered by insurance. A couple of weeks later I was charged $120.

On the other hand, they have no information about the care providers there on their website. They seem too young for me to feel comfortable with.

I'll never go back there again.",2025-12-07 10:03:42,,,2025-12-25 02:25:32.697150
68,63,google,google_63_1763659664,Scott Grzesiak,1.0,"Terrible!!!  My son injured his foot playing basketball, and so we called various urgent cares in the city because we just needed a simple X-ray to know if it was a break or a sprain.  They told us on the phone and again on site before we received the X-ray that it would cost us $175 for the X-ray and the doctor visit.   The PA (not a physician, but a physicians assistant) told us that his foot had a break but was waiting for the radiologist's (off-site somewhere) official report.  It came back as not a break, but a ""slight separation.""  What?!?  So, we left with an inconclusive diagnosis.  But it gets better... They charged us the $175 that day which I put on our credit card, which was consistent with what they shared prior.

That day I thought I had signed for the credit card authorization of that day's service, but a month later, sure enough our credit card was automatically charged another $96.43, but from a ""Wellnow Urgent Care.""  Then, another month thereafter, we got another auto-charge for $96.43 (for a total of $192.86 of additional charges) from the same company.  Upon talking to their billing, they told me that I signed up for auto-pay for all ""future services and charges.""   Huh?!?  What?!?  Auto-pay?  For what future charges?  There were no future planned additional services?!?  What kind of fine print?!?

On top of that, I've lost an hour trying to figure this all out and on the phone to get these charges reversed with the billing department of ""Wellnow Urgent Care"" (?) in NY.  No such luck there.  Ugh!  Of course, I'm disputing these charges with my credit card company.  SMH.",2025-11-20 11:27:44,,,2025-12-25 02:25:32.698279
69,63,google,google_63_1758130722,Abigail Plankenhorn,1.0,"Extremely unorganized with long wait times. I came in for a simple work physical and the whole process was about 2 hours. When I handed off the paper work to the physician they said they would fill it out when the results were complete (about 3 days) and I would be able to pick it up in a few days. Before leaving, I confirmed again with the front desk that I would be able to receive the same form I came in with when my results are complete. Before leaving, I also asked the front desk how I would know when my results were complete and she handed me a QR code that later when I tried to scan - did not work. I went to the website and set up an account to view my results days later, since I had not heard back from anyone, and didn't see any results or tests pending in my account. On my end, there was no proof that I had been seen or had any labs drawn that day besides the bruise on my arm. I called the clinic and asked about my results and the document I brought in to be filled out and there was no record of it and a level of confusion. The receptionist let me know my lab results were processed and she had them emailed to me as an encrypted zip file that was password protected without clear instruction on how to view. How was I supposed to know they were complete or view them if I had not called and asked for this unofficial encrypted email? Regardless, I need the paperwork to submit to my employer. The receptionist said she would send a message to the provider about the form. The next morning I called again inquiring about the form and again no recollection or documentation of my previous conversation. I tell her if they have misplaced the form that is fine and I will redeliver it on my lunch because it's time sensitive. I verify that if I came in with the form, they would be able to fill it out at that time and I could take it with me. She said yes. So I commuted over there and left with nothing because the provider was not there. They would have to send the provider a message and wait. At this point it has been 7 days since I was first seen. Obviously frustrated, I ask how I will be able to receive the document when I leave here, since I can't see anything in the ""patient portal"". The woman I spoke to had an attitude and kept reexplaining to me that the provider was not here and she couldn't sign for it. I understood that. My question was about HOW I will receive the form when it is completed since there seems to be no record of it anywhere. She finally tells me after going back and forth that they will have to email it to me. I then ask if I will have to call to have them email it to me and she says probably.. It seems like the only information you can get from this place is if you EXPLICITLY ask for it and even when you do they will be rude about it and unclear. I have never been to a clinic with such little organizational protocol and patient follow up procedure.",2025-09-17 12:38:42,,,2025-12-25 02:25:32.699113
70,63,google,google_63_1762093309,Elizabeth Martin,1.0,"Beware of coming here as their pricing is not transparent and what they quote you before the procedure is not accurate. I went in for a simple TB blood test for work. As I was not planning to use my insurance, I asked what the cost of the test would be prior to being seen. The cost they told me was very reasonable and what I had paid in the past at other clinics, like the Minute Clinic. However, I just received a bill for the test for nearly $400! Even Quest diagnostics, who ran the lab, quoted the test on their website for only $149. There is something sketchy going on here with their billing and I will not be returning.",2025-11-02 08:21:49,,,2025-12-25 02:25:32.699686
71,64,google,google_64_1766008026,C Eason,1.0,"I have visited many times for the NP K. Gillespie the main one assigned to that location is very rude and acts like she doesn't know much. She rushes through the visit and implies tht she can not give much because she is not my main provider. She acts as if she doesn't care. I have come multiple times I have experienced 2 other NP's and they were so much better than her. I continue to go for the convience of location but if I find another place closer I will be going frequently there instead. Unfortunately, she is the main NP if it was the other 2 that I met with I would probably have considered them being my main practitioner.
They actually made me feel like they cared.",2025-12-17 15:47:06,,,2025-12-25 02:25:33.838767
72,64,google,google_64_1762784078,Sarah Dobie,5.0,"I've started using MinuteClinic for my primary care, and it has been such a great experience. It's easy to make appointments, and my PCP, Keonya Gillespie, NP, has been professional and great to work with on reaching my health goals! I'd definitely recommend this MinuteClinic for primary care.",2025-11-10 08:14:38,,,2025-12-25 02:25:33.840352
85,66,google,google_66_1730167211,Jackelyn Rosales,1.0,"I been coming to this clinic since I was a kid and it was a very good clinic before the pandemic, now it’s completely awful; can’t seem to get an appointment for a medical check up, I’ve tried calling 3 times to schedule an appointment just for them to tell me there’s no appointments available at any locations they have and have no idea when there will be any availability, it’s been a month and a half now and I still can’t get an appointment, not to mention their receptionist are very rude, this clinic was never like this before it’s very unfortunate, currently looking for a better clinic to switch to.",2024-10-28 21:00:11,,,2025-12-25 02:25:36.108282
73,64,google,google_64_1754505095,Nancy French,5.0,"I had an absolutely outstanding experience with Keonya Gillespie, NP at the MinuteClinic conveniently located inside Target. From the moment we arrived, she treated us with such warmth and compassion. Even though we showed up in between appointments, she graciously worked us in without hesitation.

Keonya listened to me attentively and patiently as I explained our situation, and she went above and beyond to retrieve my daughter's medical records—even though the documentation I had was on my laptop. Her professionalism, technical skill, and kindness were evident in every step of the visit.

She made us feel seen and cared for, especially as we shared that we had just moved. To top it off, she took a genuine interest in my daughter’s goals and even offered thoughtful suggestions when she learned she was interested in nursing.

It’s rare to meet a healthcare provider who combines clinical excellence with such a personal, human touch. Keonya Gillespie is a true gem, and we’re so grateful for her care!",2025-08-06 13:31:35,,,2025-12-25 02:25:33.841126
74,64,google,google_64_1748540080,Arlynn,5.0,"I had to make a quick stop at the MinuteClinic as I’m not from this town and needed to see a doctor urgently. Ms. Gillespie assisted me promptly, even as I walked in. She addressed my concerns and helped me get the necessary medication. Very efficient and helpful service, great experience at this MinuteClinic!",2025-05-29 12:34:40,,,2025-12-25 02:25:33.841828
75,64,google,google_64_1762292920,Valeriia Kharchenko,1.0,"Terrible experience.
Very rude and unprofessional staff. I waited over 45 minutes, and they kept letting other people go in front of me even though I arrived first. Completely disrespectful and poorly managed clinic — I won’t be coming back.",2025-11-04 15:48:40,,,2025-12-25 02:25:33.842388
76,65,google,google_65_1754191601,鄭TL,5.0,"From the moment I walked into the MinuteClinic, Robyn was helpful and assisted me with my needs. She quickly figured out what I came in for, pulled up my medical records, and then administered the medication that I requested. I appreciate her willingness to chat with me briefly while doing her work. Her kindness and care for her patient was wonderful! Compared to the treatment I've received in the past at other CVS locations, in Wilmington, NC, Robyn was a breath of fresh air, and I hope for all of my future visits to be like this.",2025-08-02 22:26:41,,,2025-12-25 02:25:34.970046
77,65,google,google_65_1757958569,Catherine Hurst,5.0,"I walked into this clinic when I became sick while visiting Chicago!  This was some of the best care I have ever received in my 70 years on the planet. The practitioner I saw, Robyn , was so kind ,patient and caring. She examined me and prescribed me meds. They were quickly filled and I was on my way!  You are all the best!",2025-09-15 12:49:29,,,2025-12-25 02:25:34.971508
78,65,google,google_65_1759341233,Turyan Rafaelli,5.0,"Robyn is an absolute gem! Very understanding, kind and quick. Took no time no do the dot examination. Thank you!",2025-10-01 12:53:53,,,2025-12-25 02:25:34.972309
79,65,google,google_65_1758217041,Alexandria Trimble,5.0,Excellent and quick care at the Minute Clinic. The doctor was kind and put me at ease!,2025-09-18 12:37:21,,,2025-12-25 02:25:34.973004
80,65,google,google_65_1721852208,Srija Matukumalli,5.0,"Nurse Robyn was absolutely the sweetest and made my first minute clinic experience very pleasant, helpful and informative with my symptoms, diagnosis, and treatment plan. I even received a 48 hour follow up call which I did not expect but am left feeling super cared for and pleased with my experience at the MinuteClinic 🤍",2024-07-24 15:16:48,,,2025-12-25 02:25:34.973569
81,66,google,google_66_1764866348,Sarah Latimore,1.0,"If you have any heart or lung condition of any kind this facility will refuse to see you, instead endlessly sending you to the ER with NO REFERRAL for any type of concern. Once you go to the ER, the ER will send you back here. They will not follow up for missed appointments that their doctors are late to or miss entirely when virtual, and I have received no update for a monitor the ER sent me home to wear. I have called multiple times about it and there is never any solution for over two months. I have never been left so dejected and I helped by any facility in my life. Find a different doctor unless you want bare minimum routine checkups here and doctors to tell you to stay hydrated and minimize stress for your constant physical and mental pain. Nurses will gaslight and condescend you over the phone.",2025-12-04 10:39:08,,,2025-12-25 02:25:36.105198
82,66,google,google_66_1759168738,Brandy Soto,1.0,"If ZERO stars was a option that's exactly what I'd give this location! Employees here are very rude, ignorant and unprofessional!  I had an appointment today at 11am and one for my son at 12pm, I arrived at 10:52am and checked the both of us in, we sat in the waiting  room till about 11:08-11:10 since my appointment was first I expected my name to be called first and once my appointment was finished I'd head over to my sons appointment, however they ended up calling my sons name first so as soon as I approached the lady that called his name I let her know that I had an appointment for myself at 11am, she informed me that she'd let them know so that I WOULDN'T miss my appointment. They checked his vitals took us to the room. I reminded them once again that I had a appointment at 11am but they didn't call my name when I was up front just in case they forgot, at about 11:16-11:20 the lady that did his vitals comes to the room and lets me know that they are calling my name, the doctor that was attending my son was very kind and said to leave his stuff in the room and to go up front so they can get me checked in, when I walked to the front i told the front desk lady and she said that I wasn't there for my appointment when when I explained to her what happened she  stood quiet as if she didn't know what to say. Another lady very rude with attitude said she wasn't here so the appointments been cancelled, then the other girl proceeded to say well you need to be in the front when they call your name we won't be taking you today. The division location would never be this unsympathetic!",2025-09-29 12:58:58,,,2025-12-25 02:25:36.106366
83,66,google,google_66_1764783534,Chanel Paster,1.0,If you’re black they’ll treat you like whatever.! They don’t listen and if your pregnant I advise you to go somewhere else they don’t care about patients they only want a check they will move your appointment and call you and make you pay for the call. Mind you it’s so disgusting in there worst Erie yet!!!,2025-12-03 11:38:54,,,2025-12-25 02:25:36.107054
84,66,google,google_66_1704406105,Veronica Rivas,5.0,Dr. Hunter is the best! She’s been seeing my baby since birth and she is amazing with her. I have three older children and they kept the same doctor until she retired! I was so nervous looking for a new doctor and she made this transition so easy. I try my hardest to make sure I keep all my appointments with her because of how great of a doctor she is. Thank you Dr. Hunter!,2024-01-04 16:08:25,,,2025-12-25 02:25:36.107758
113,72,google,google_72_1763914157,Michael Stumpf,5.0,"Had what sure enough was determined to be a bacterial infection. I walked in, no appointment and never had been but knew it was in my PCP's network, wait was about 25 minutes, all the healthcare professionals were fantastic. Left about 60min later feeling relieved for a diagnosis and a Zpack rx. Thanks again! (wud recommend, espcially if in-network)",2025-11-23 10:09:17,,,2025-12-25 03:03:40.485537
86,67,google,google_67_1753824555,Van Le,1.0,"We came in for a simple outpatient visit to check some aesthetic marks on our child. It was a short visit with a doctor and vitals with an rx for an ointment. We found the doctor to be  pleasant and the PA/nurse of middling pleasantries.

The issues were with billing. We called a week ahead to their billing department to check whether we were in network. After running our information through their system, they assured us we were, otherwise we would have cancelled. As you can probably guess now, that was complete misinformation, and when we got the bill it was out of network, and somehow a minor office visit turned into nearly a $900 bill due to their own incompetence.

We are trying to argue the bill, but without a phone recording, it is difficult. Regardless, the cost for a 15 minute visit is excessively gouging.",2025-07-29 16:29:15,,,2025-12-25 02:25:37.233260
87,67,google,google_67_1725971873,Karina Muñoz,3.0,"💥At my son's first appointment in February 2024,👩‍🔬 the dentist recommended my son a filling treatment to cure his cavities👍. But now in September the staff that makes the appointments ✏️🗓 explains to me that the treatment for my son's filling will be next July 2025..🥴 Anyway!! To wait 17 months for a simple treatment!!🙄 The health and care now does not compare to the service they provided before!! It is disappointing!!😞",2024-09-10 07:37:53,,,2025-12-25 02:25:37.234525
88,67,google,google_67_1714710246,sianna Liu,5.0,"Clare spahr PA She was very patient and very professional. She explained everything I needed to know about my kid lungs. Let me instantly understand why. And give the treatment plan, including how to use the drug, the difference between each drug. The whole process was very comfortable. In the process of our communication, she was also observing the trend of the child, which did not affect her profession at all. She is very professional, and I like her very much. This place is not easy to park on the street, but the hospital has a parking space. When you go to the clinic to check in, the staff will ask you whether to park your car, and they will stick a QR code on the back of the parking ticket, which is very convenient. The whole environment is comfortable, warm and quiet. Everyone has their own independent space.",2024-05-02 23:24:06,,,2025-12-25 02:25:37.235908
89,67,google,google_67_1706745686,Narimane Rahmane,1.0,"Avoid at all costs !!!

If you want to keep seeking for a second and a third opinion about your child’s health go there  !!

Concerning The dentist they consistently rescheduled  or canceled appointments, making it an overall unpleasant experience. I cannot stress enough how difficult this has been.",2024-01-31 18:01:26,,,2025-12-25 02:25:37.236715
90,67,google,google_67_1667248707,Fatima Traore,1.0,"The nurse handed me the physical for the children and requested of me to make an appointment before leaving because they’re due. The receptionist is raciste, inconsiderate of people time I was at the line made me leave for someone else who was apparently on the line before me then told me to wait for an other patient who came to the line after me schedule her for February 15 turn around and tell me there is no available appointments because the children are not due until in a month while it says clearly on the paper 11/18  wish is 3 weeks from now
So pathetic. No respect for people time careless period.",2022-10-31 15:38:27,,,2025-12-25 02:25:37.237382
91,68,google,google_68_1692796079,Ruben Gamez,5.0,"I highly recommend Dr. Agha and his staff. The whole process was very quick and best of all it was painless. Once the procedure is finished they give you complete instructions on what to do post Vasectomy. They also scheduled a follow-up with me for 3 months after the procedure that same day. As that appointment approached, they were right on top of it making sure I knew that it was coming up and calling me on the day of the appointment on time. I recommend going to the institute that they recommend for your analysis because it's quick and will have the results to the Dr. that same day. Very little work for me to do other than to schedule my analysis.",2023-08-23 08:07:59,,,2025-12-25 02:25:38.381302
92,68,google,google_68_1690294082,Jan Kulach,5.0,"The process from start to finish was very easy and the procedure itself was definitely pain feel! Just as everyone says, feels like a flick of a rubber band and the slightest tug. 20 minutes in and out! The recovery was super smooth. I felt no pain just slight discomfort. I had the procedure done on a Thursday and I was back in the office by Monday. I definitely recommend Doctor Agha!",2023-07-25 09:08:02,,,2025-12-25 02:25:38.382805
93,68,google,google_68_1671389477,Daniel Parsons,5.0,"Very informative and straightforward. Procedure was fast and pain free. They send you home with a lot of gauze stuffed in your jockstrap but don't provide any extra to change the dressing (you're supposed to keep the dressing there for 48 hours) which doesn't seem the most sanitary since you still need to use the restroom in that time, which can soil the gauze, but not a big deal if you are diligent. Of course I won't know the effectiveness of the procedure until a few months from now, but assuming everything took correctly this was a very easy and low stress experience. Thanks!",2022-12-18 12:51:17,,,2025-12-25 02:25:38.383372
94,68,google,google_68_1692062230,Kale Graham,5.0,The procedure was quick and truly painless.  All of the staff made me feel comfortable and were incredibly professional throughout my procedure.  I highly recommend coming to this location if you are considering going through with a Vasectomy.,2023-08-14 20:17:10,,,2025-12-25 02:25:38.384416
95,68,google,google_68_1696353480,Gabriel Sanabria,5.0,"Vasectomy may sound scary in the beginning, but I 100% recommend dr. Agha as your urologist, the procedure was relatively painless, just minor pain (because it is a surgery) and went through smoothly. After 1 week of the procedure, it healed perfectly and already started to put it to work. Sperm check exam came back with 0 swimmers and as honest as I can be, this is the place for a vasectomy! 100% recommend",2023-10-03 12:18:00,,,2025-12-25 02:25:38.385407
96,69,google,google_69_1737561979,Juan F. Mendoza,1.0,"Worst experience ever… I should have gone to a traditional hospital to do this procedure…. I was told no needles or stiches would be needed but that was not the case as the doctor accidentally hit an artery which caused a massive hematoma.  As the procedure was happening, he was sweating like crazy and looking and sounding terrified.   This was a long and painful recovery.  I was told I could not be given anything stronger than Advil/over the counter and made to feel like this was normal, yet my parts were the size of a large softball.  Additionally, my medical insurance covers the procedure 100% but they said I didn’t hit my deductible or out of pocket so had me pay.  Months later I called my insurance company, and they confirmed that I should not have had to pay them anything so I had to call their office for a refund.  I just received the refund.",2025-01-22 10:06:19,,,2025-12-25 02:25:39.508238
112,72,google,google_72_1759336441,Evelyn Bravo,5.0,"Had never been to an urgent care before, and I needed X-rays done to confirm a fracture; I had not made an appointment prior to walking in. It was SO quick and easy, I was literally in and out and everyone was SO polite and attentive. I had brought a book to read between wait times and I couldn’t even read it, that’s how quick it was. They also had a parking lot which is nice ‘round these parts haha. Will definitely be coming back here for any future needs. Thank you all for your kindness and promptness.",2025-10-01 11:34:01,,,2025-12-25 03:03:40.484554
97,69,google,google_69_1677500619,Peter S,5.0,"I went two weeks ago, no problems.  This is my third vasectomy, haha. First time was traditional way. Long recovery,  bag of peas the whole bit. Had a reversal years later, another longer recovery. Did some research on the no scalpel procedure,  was definitely skeptical.  Met Dr. J and the other fine doctor at the Naperville office for consultation. Both extremely friendly and down to business. A week later was in the office.  Done in 15 minutes. Literally worked out two days later. No bag of peas. Recovery was quick and painless. Highly recommend.  If you need a coloring book and a pacifier....go somewhere else!!",2023-02-27 06:23:39,,,2025-12-25 02:25:39.509829
98,69,google,google_69_1564691879,Joseph Bonomo,5.0,"Easiest experience I have had. If you have ever gotten a tattoo, this is significantly easier than that. Offices are clean. Consultation with Dr. Dragisic in Naperville on Monday, got the vasectomy on Thursday in the Chicago office with Jovanic. I was running late and they were more than understanding. Entire process took 15 minutes. After I was up and walking, got some food at Jim's and then worked from home the rest of the day.  Some aching afterwards but like I mentioned earlier, post tattoo is worse than this. Highly recommend this place. Will update my review once some more time has passed..

Update: It's a week later and there is no pain or discomfort. Only minor discomfort since the procedure. Very pleased",2019-08-01 15:37:59,,,2025-12-25 02:25:39.510822
99,69,google,google_69_1545274883,Lucas Kibbon,1.0,"Dr J was a nightmare for me. Total jerk to me, and as I found out after, my wife in the office. He was angry when I called him for follow up after. Don’t go here, there are so many better options!",2018-12-19 21:01:23,,,2025-12-25 02:25:39.511562
100,69,google,google_69_1652457844,Mark Blythe,5.0,"Extremely easy and quick process, super friendly service. You can go here and put your mind at ease.",2022-05-13 11:04:04,,,2025-12-25 02:25:39.512105
101,70,google,google_70_1749668537,Valeria,1.0,"Called on the phone a girl named Miranda answered pretty respectful at first. I asked about some documents I needed to check on and she responded unprofessionally and blandly, absolutely not how you talk to a patient. I responded and said okay thanks and she just hung up the phone without saying anything. Work on getting better customer service please or don’t put people who can’t handle answering simple questions to PATIENTS on the phone. Thanks.",2025-06-11 14:02:17,,,2025-12-25 03:03:29.501166
102,70,google,google_70_1759868344,Joey Bogaudo,1.0,Completely incompetent staff. You have to call multiple times to get them to do anything and if you are nice to them you wont get anywhere. Will not take your illness seriously. Zero follow through.,2025-10-07 15:19:04,,,2025-12-25 03:03:29.505022
103,70,google,google_70_1739411205,Michael Gonzalez,5.0,I've been coming to this clinic for 20+ years and I have always received top notch care from all the providers and staff .. Rosemary has always been very helpful getting all my paperwork in order and Maria Perez always been kind and welcoming when I have to get my labs done ..Outstanding professinalism and great care .,2025-02-12 19:46:45,,,2025-12-25 03:03:29.506117
104,70,google,google_70_1624634711,Krystal Baez,5.0,"Been coming here for about 10 years now, the doctors and staff are all nice & helpful. From the moment you arrive the ladies at the front are always polite and welcoming (Maria & Rosemary). Not only do I come for myself but I also bring my 2 kids as well. They have a great pediatrician, Amanda Lee does such an awesome job every time they go to see her. They literally leave saying, “I love my doctor”. I must say I do recommend this clinic for your family.",2021-06-25 10:25:11,,,2025-12-25 03:03:29.507352
105,70,google,google_70_1624975175,cecilia Lopez,5.0,"I have been coming here for the past 18 years & im 24 years old. My mom always brought me & my siblings to this clinic since I can remember. All the employees are the best. They are so caring & treat you with so much respect. Especially Rosemary, she is the best! Every time I ever need anything she is the go to person & she the sweetest! All the employees are the best! 100% recommend coming here!",2021-06-29 08:59:35,,,2025-12-25 03:03:29.507999
106,71,google,google_71_1761092189,Keith M Brown,5.0,First time at Warren clinic was welcome with a beautiful smile by Ms.Beatrice I was seen right after completing my paperwork I think the whole team was great and courteous.   I'll be back.  Great job Team,2025-10-21 19:16:29,,,2025-12-25 03:03:39.359813
107,71,google,google_71_1757087805,a miranda,5.0,Everyone is very friendly. Starting with the 2 ladies that check you in. You can tell they care about their patients. Their appoiment are soon. And the doctor is very friendly. She takes her time and explains everything that needs to be done before doing anything. I will definitely be coming to this clinic.,2025-09-05 10:56:45,,,2025-12-25 03:03:39.361874
108,71,google,google_71_1723563848,Ruben Ramirez-Mora,5.0,"I recently visited this specific center for my first time and I couldn't be more pleased with the experience. The staff was incredibly friendly and professional, making me feel welcome from the moment we walked in. the doctors were efficient and attended to me very quickly. Also, the office was clean and well-organized, and I felt confident in the care I received. I need to add that Beatrice at the front desk was very welcoming and made us feel exceptionally comfortable and kindly attended to us as soon as we entered - SHE DESERVES A RAISE!! I highly recommend this Access center to anyone looking for top-notch medical care!!",2024-08-13 10:44:08,,,2025-12-25 03:03:39.362827
109,71,google,google_71_1756825584,Tiffani Fowler,5.0,Everything was great and definitely was a nice visit very polite and organized people.,2025-09-02 10:06:24,,,2025-12-25 03:03:39.363839
110,71,google,google_71_1748623371,Christopher,5.0,Dr. Micevic and the entire staff at Access Warren Family Health Center are wonderful. Everyone is warm & welcoming and attentive.,2025-05-30 11:42:51,,,2025-12-25 03:03:39.364687
111,72,google,google_72_1761228654,Margaret Rogers,1.0,"UPDATE: they never responded to my email after requesting I reach out! Scammers!!!!

FRAUD! SCAMMERS! I would rate 0 stars if I could. When I was seen in August, the person at the front desk had a hard time getting my insurance to go through. It took multiple tries but it eventually went through and I paid the co-pay before I was seen. Fast forward to October, they send a bill for $286.00 to the policy holder on my insurance. The bill was not itemized and I have no idea what they could've charged me for besides the co-pay that was already paid! They gave me a covid test even though I already told them I had taken a covid test that morning, which was negative. The policy holder called in and gave them our insurance information. They proceeded to charge my card WITHOUT AUTHORIZATION and without using my insurance. This is FRAUD! They proceeded to tell me that I am not in network, but my insurance works for ANY urgent care. I would have never come here if they did not take my insurance. Before I was seen, it was confirmed that they take it. However, I have given it to them three times and now they are saying that they don't. They told me that I have to call my insurance and make them talk to them. This is a waste of time for all parties. The documents you sign before being seen authorize them to overcharge you for services that should be covered by the copay. DO NOT COME HERE UNLESS YOU WANT A HEADACHE AND TO BE SCAMMED!!!!!!!",2025-10-23 09:10:54,,,2025-12-25 03:03:40.482632
114,72,google,google_72_1763692875,Drea,1.0,"I had a very disappointing experience here. I called ahead to confirm it was okay to walk in before closing, and was told it was fine. When I arrived, the front desk staff member, Sydney, was extremely rude and dismissive. When I explained what I was told on the phone, she said the operator “lied” to me and then laughed about it. Her attitude and behavior were completely unprofessional and made me very uncomfortable. Another staff member was polite, but the way I was treated at the front desk was unacceptable. As a medical professional myself, I understand policies — the issue wasn’t the cutoff time, it was the disrespect. I wouldn’t recommend this location based on my experience.",2025-11-20 20:41:15,,,2025-12-25 03:03:40.486532
115,72,google,google_72_1766239776,Benjamin Lambert,5.0,"I came in having a partially controlled allergic reaction to dairy - a dangerous, but somewhat stable condition - and they were very quick to put me under the appropriate supervision. They also gave me an injection to weaken the immune overreaction, which made me stable enough to get discharged in time to take my licensing exam! They helped me in a timely enough fashion that a serious crisis was averted, and I still had time to get on with my day! I call that a win.",2025-12-20 08:09:36,,,2025-12-25 03:03:40.487445
116,73,google,google_73_1656353508,Bipul Pandey,5.0,"We came here for a USCIS approved doctor’s appointment. The place is nice and clean with ample parking in their parking lot as well as around the street. The staff here are quite efficient and nice. Dr Edward Wang was very respectful, efficient and professional.

Highly recommend this place.",2022-06-27 13:11:48,,,2025-12-25 03:03:49.813879
117,73,google,google_73_1739291854,Xinyi Jiang,5.0,Dr.Wang is a responsible doctor and civil surgeon! We came here for physical exam and the charged money is reasonable. He supports us to get vaccines and blood tests from our family doctor or walgreen/cvs  in advance to save money! Sometimes he has many patients so he needs to take care of everyone. You need to be patient to wait.,2025-02-11 10:37:34,,,2025-12-25 03:03:49.815655
118,73,google,google_73_1479236886,Irish Brickhouse,1.0,"My wife goes here often, SADLY! Without much of a choice because of several factors which are unnecessary to go into. The point is I never hear anything positive it is always complaint after complaint of how she's treated, the insane wait times while this doctor be bops in whenever he's good and ready to finally tend to his patients who have waited hours for him to arrive, double bookings... Etc etc etc! I went here once and got a perfect Bill of health even though I know absolutely there's no way that I'm in anywhere near perfect health! Today however, I hear something very disturbing and this I can not let slide! Apparently today after writing a script for my wife which he writes on the regular for her he then looks at our child starts laughing and tells my wife ""Don't overdose!"" This was not only unprofessional but crude and if I weren't afraid that I might really hate his explanation I would be down there right now demanding one! But knowing my own self as I do instead I am leaving this review. To laugh and tell someone not to overdose on a medication you are writing a script for is beyond appalling! How dare you sir?! I am glad I was not standing there when he said it to her for there could easily have been a misunderstanding in that office!",2016-11-15 13:08:06,,,2025-12-25 03:03:49.816681
119,73,google,google_73_1502294471,Rasheed Awolaja,4.0,"Dr Wang has been so wonderful to me because I came here, my blood sugar and blood pressure was completely off limit but Dr Wang has been personal doctor since and I have not even been to any other place for my treatment. I am able to do my usual activities and I worked 6 days in a week because he has helped to become very fit and healthy.",2017-08-09 11:01:11,,,2025-12-25 03:03:49.817558
120,73,google,google_73_1555292865,Vincent Martinez,5.0,"Dr.Wang has been a great doctor. It's easy to call and make an appointment. The nurses, office and other staff have been friendly and professional. Wait times are reasonable and Dr.Wang provides good care for his patients.",2019-04-14 20:47:45,,,2025-12-25 03:03:49.818314
121,74,google,google_74_1757685553,Calvin Law,5.0,"Made an appointment for 830am. Went in and checked in on time. And they took me into a room within minutes. Someone came in to take my temp and run some tests. And about 20-25 minutes later, doc came in. In and out within half an hour.

They do also validate!",2025-09-12 08:59:13,,,2025-12-25 03:03:50.928739
122,74,google,google_74_1765430351,Lisa Nielsen,5.0,"Visiting Chicago from Tennessee and although I had a sore throat for several days before arrival it was getting worse. Physicians Immediate Care was near the hotel, I would be able to walk to the location. Making the appointment online was simple and an early appointment was available.  I arrived 20 mins before my appointment. The registration staff was professional and friendly. I was taken to a clinic room, vitals done and details given.  The PA who assessed me was kind, took his time and answered all my questions. Although my tests for strep and COVID were negative he felt a 7 day course of amoxicillin was in order since 2 weeks of a severe sore throat was to long. Prescription was called to a pharmacy one block away and thankfully I am now feeling much better.",2025-12-10 23:19:11,,,2025-12-25 03:03:50.930909
