id,name,address,city,state,zip_code,phone,website,latitude,longitude,clinic_type,google_place_id,google_rating,google_review_count,yelp_business_id,yelp_rating,yelp_review_count,is_active,last_updated,created_at,combined_rating,total_review_count,data_source
55,One Medical Primary Care Clinic - Fulton Market,"109 N Aberdeen St, Chicago, IL 60607, USA",,,,(888) 663-6331,https://onemedical.com/locations/chi/fultonmarket?y_source=1_MTA1Mzk0OTM5OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,41.8835709,-87.6540539,,ChIJ0xNfFgUtDogRgKbD7jJcrXM,4.8,23,,,,1,2026-01-09 05:51:32.923253,2025-12-25 02:25:23.574143,4.8,23,Google Only
56,Michigan Avenue Immediate Care,"180 N Michigan Ave #1605, Chicago, IL 60601, USA",,,,(312) 201-1234,https://www.michiganavenueprimarycare.com/immediate-care,41.885512,-87.6249235,,ChIJYYypDqQsDogRI1Uv8oN0QLU,4.6,861,,,,1,2026-01-09 05:51:38.359340,2025-12-25 02:25:24.711049,4.6,861,Google Only
57,One Medical Primary Care Clinic - Wicker Park,"1640 N Damen Ave, Chicago, IL 60647, USA",,,,(888) 663-6331,https://onemedical.com/locations/chi/wicker-park?y_source=1_MTA1Mzk0OTM3MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,41.9116886,-87.67774659999999,,ChIJwQQcvBfTD4gRE6w_qeoOeCU,4.5,31,,,,1,2026-01-09 05:51:37.262689,2025-12-25 02:25:25.854494,4.5,31,Google Only
58,One Medical Primary Care Clinic - The Loop,"230 W Monroe St Ste 100, Chicago, IL 60606, USA",,,,(888) 663-6331,https://onemedical.com/locations/chi/loop?y_source=1_MTA1Mzk0OTMzMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,41.8810718,-87.6348873,,ChIJ91N-37ssDogRjEsbhuzmqI8,4.5,53,,,,1,2026-01-09 05:51:39.466424,2025-12-25 02:25:26.988449,4.5,53,Google Only
59,CLEAR Immediate Care,"1605 S Michigan Ave, Chicago, IL 60616, USA",,,,(312) 535-5770,https://clearwellnessgroup.com/,41.8600681,-87.6237943,,ChIJLfMv0s0tDogRmyUtaRGOqlI,4.6,3159,,,,1,2026-01-09 05:51:40.558579,2025-12-25 02:25:28.111292,4.6,3159,Google Only
60,Midwest Express Clinic Urgent Care,"1520 N Damen Ave, Chicago, IL 60622, USA",,,,(312) 283-5560,https://midwestexpressclinic.com/locations/bucktown-wicker-park-chicago-il-urgent-care/,41.908876,-87.6775799,,ChIJH71yfsfSD4gRob9sqRgbraY,4.6,1833,,,,1,2026-01-09 05:51:41.652301,2025-12-25 02:25:29.255092,4.6,1833,Google Only
61,Michigan Avenue Primary Care,"180 N Michigan Ave #1720, Chicago, IL 60601, USA",,,,(312) 994-3000,https://www.michiganavenueprimarycare.com/,41.8855186,-87.62490299999999,,ChIJk22ADKQsDogRseb1F38GGrs,4.6,1089,,,,1,2026-01-09 05:51:21.390209,2025-12-25 02:25:30.388125,4.6,1089,Google Only
62,Oak Street Health Chinatown Primary Care Clinic,"2335 S Wentworth Ave # B, Chicago, IL 60616, USA",,,,(872) 268-5441,https://www.oakstreethealth.com/locations/chicago-il/chinatown-doctors-office?utm_source=listings&utm_vpf=rioseo&utm_campaign=location&clinic_id=191,41.8498607,-87.63172809999999,,ChIJBeHI6OwtDogRstmJgwJFFko,4.4,16,,,,1,2026-01-09 05:51:42.746317,2025-12-25 02:25:31.532780,4.4,16,Google Only
63,Midwest Express Clinic Urgent Care,"779 W Adams St, Chicago, IL 60661, USA",,,,(312) 382-8308,https://midwestexpressclinic.com/locations/west-loop-chicago-il-urgent-care/,41.8790686,-87.647061,,ChIJE_HkFcMsDogRD7vNmdDlEEI,4.7,1495,,,,1,2026-01-09 05:51:43.831848,2025-12-25 02:25:32.692514,4.7,1495,Google Only
64,MinuteClinic,"1154 S Clark St, Chicago, IL 60605, USA",,,,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/il/chicago/17009.html?WT.mc_id=LS_mc_google_carenav_17009,41.8681654,-87.6311449,,ChIJQcCKTZAsDogRfKQ3pzMg98w,2.9,42,,,,1,2026-01-09 05:51:44.912811,2025-12-25 02:25:33.833895,2.9,42,Google Only
65,MinuteClinic at CVS,"1165 N Clark St, Chicago, IL 60610, USA",,,,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/il/chicago/8698.html?WT.mc_id=LS_mc_google_carenav_8698,41.9036296,-87.6311686,,ChIJ546PDk_TD4gR4Ww7NJPkst0,3.6,31,,,,1,2026-01-09 05:51:46.002327,2025-12-25 02:25:34.965490,3.6,31,Google Only
66,Erie West Town Health Center,"1701 W Superior St, Chicago, IL 60622, USA",,,,(312) 666-3494,http://www.eriefamilyhealth.org/,41.8950061,-87.66984099999999,,ChIJi9P53TItDogRA9VOeU2WvC8,3.3,126,,,,1,2026-01-09 05:51:47.093487,2025-12-25 02:25:36.099724,3.3,126,Google Only
67,Lurie Children’s Pediatrics - Lincoln Park,"467 W Deming Pl Suite 6000, Chicago, IL 60614, USA",,,,(800) 543-7356,https://www.luriechildrens.org/en/specialties-conditions/pediatricians/pediatrics-lincoln-park-program/?utm_source=gbp&utm_medium=organic&utm_campaign=467-w-deming_chicago_pediatrics,41.9287173,-87.64157879999999,,ChIJEfQKQwzTD4gRjeH6idLmrVc,3.6,13,,,,1,2026-01-09 05:51:04.353561,2025-12-25 02:25:37.228728,3.6,13,Google Only
68,Vasectomy Specialist Clinics of Chicago,"111 N Wabash Ave STE 1210, Chicago, IL 60602, USA",,,,(312) 473-7647,http://www.vasectomyspecialist.com/,41.8835178,-87.6258728,,ChIJ_-pNpqUsDogR7sX17flRClM,5.0,31,,,,1,2026-01-09 05:51:49.264128,2025-12-25 02:25:38.374932,5.0,31,Google Only
69,Vasectomy Clinics of Chicago,"505 N Lake Shore Dr, Chicago, IL 60611, USA",,,,(877) 877-4827,http://www.vasectomychicago.com/,41.8914317,-87.6122056,,ChIJ118gm1MrDogRqwofH_EYFIc,4.1,9,,,,1,2026-01-09 05:51:50.345125,2025-12-25 02:25:39.503864,4.1,9,Google Only
70,ACCESS Plaza Family Health Center,"2533 W Cermak Rd, Chicago, IL 60608, USA",,,,(773) 523-0900,https://www.achn.net/locations/location-pages/access-plaza-family-health-center/?utm_source=google&utm_medium=website&utm_id=website+link,41.8507003,-87.6892013,,ChIJLwTzELt2XUARPKttDPLQ8ms,4.0,63,,,,1,2026-01-09 05:51:19.221798,2025-12-25 03:03:29.490725,4.0,63,Google Only
71,ACCESS Warren Family Health Center,"2409 W Warren Blvd, Chicago, IL 60612, USA",,,,(312) 733-4475,https://www.achn.net/locations/location-pages/access-warren-family-health-center/?utm_source=google&utm_medium=website&utm_id=website+link,41.8819263,-87.6868365,,ChIJNyqEpkQtDogR0ZfocFxWSkY,4.5,71,,,,1,2026-01-09 05:51:27.981470,2025-12-25 03:03:39.351420,4.5,71,Google Only
72,Physicians Immediate Care,"1702 N Milwaukee Ave, Chicago, IL 60647, USA",,,,(773) 770-4056,https://www.wellnow.com/urgent-care-centers/illinois/chicago/1702-n-milwaukee-ave-60647/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_content=listing,41.9121135,-87.6807218,,ChIJU-KX3L7SD4gRh1bXGyi9m_4,4.2,1084,,,,1,2026-01-09 05:51:48.178080,2025-12-25 03:03:40.476944,4.2,1084,Google Only
73,People's Medical Center,"3201 S Wallace St, Chicago, IL 60616, USA",,,,(312) 326-3200,,41.8361275,-87.6411699,,ChIJoyVAgkAsDogRWt6nlSIDEIU,4.1,20,,,,1,2025-12-25 03:03:49.809068,2025-12-25 03:03:49.809078,4.1,20,Google Only
74,Physicians Immediate Care,"825 S State St, Chicago, IL 60605, USA",,,,(312) 566-9510,https://www.wellnow.com/urgent-care-centers/illinois/chicago/825-s-state-street-60605/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_content=listing,41.8710701,-87.6273212,,ChIJGYD89JksDogRF8tlQj2rvDA,4.3,1040,,,,1,2026-01-09 05:51:51.471289,2025-12-25 03:03:50.922278,4.3,1040,Google Only
75,UI Health Family Medicine Center at University Village,"722 W Maxwell St Rm 235, Chicago, IL 60607, USA",,,,(866) 600-2273,https://hospital.uillinois.edu/patients-and-visitors/locations-and-directions/ui-health-at-university-village/university-village-maxwell-clinic,41.86499999999999,-87.64583329999999,,ChIJLYd_yfEsDogRrJUCAbRkVc8,2.5,114,,,,1,2025-12-27 01:07:50.515208,2025-12-25 03:03:54.231694,2.5,114,Google Only
76,Health Direction Medical Center,"1656 W Chicago Ave, Chicago, IL 60622, USA",,,,(773) 342-1090,http://hdmedicalcenter.com/,41.896277,-87.6694766,,ChIJCYqefHjTD4gROuc6FDJMOPw,4.2,57,,,,1,2025-12-25 03:03:59.824886,2025-12-25 03:03:59.824899,4.2,57,Google Only
77,University Illinois Medical Center Pth,"1740 W Taylor St, Chicago, IL 60612, USA",,,,(312) 996-7312,http://hospital.uillinois.edu/,41.8696584,-87.6703649,,ChIJy3hgAhEtDogRPNSGxjqfrzw,5.0,1,,,,1,2025-12-25 03:04:00.959544,2025-12-25 03:04:00.959555,5.0,1,Google Only
78,Union Health Service,"1634 W Polk St, Chicago, IL 60612, USA",,,,(312) 423-4200,https://www.unionhealth.org/UHS/main.aspx?tid=239,41.8720165,-87.6679072,,ChIJUcJqJz0tDogR3qaNzFS5kBQ,2.6,125,,,,1,2025-12-25 03:04:02.079162,2025-12-25 03:04:02.079172,2.6,125,Google Only
79,"Kevin E Hunt, MD",20 S Clark St,Chicago,IL,60603,+13129263627,https://www.yelp.com/biz/kevin-e-hunt-md-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8813038,-87.631169,primary_care,,,,jYdl3hODJBd1okUT_3jh-A,4.7,25,1,2026-01-09 05:48:24.140192,2025-12-25 03:05:44.429987,4.7,25,Yelp Only
80,Northwestern Medicine Dermatology West Washington,111 W Washington St,Chicago,IL,60602,+13126958106,https://www.yelp.com/biz/northwestern-medicine-dermatology-west-washington-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8829912226807,-87.6314284090843,specialty,,,,Un-ieLUl8Nll72BHAbm_WQ,5.0,1,1,2026-01-09 05:48:28.270215,2025-12-25 03:05:45.801891,5.0,1,Yelp Only
81,Illinois Bone and Joint Institute,205 W Randolph,Chicago,IL,60606,+13129457343,https://www.yelp.com/biz/illinois-bone-and-joint-institute-chicago-7?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88407,-87.63417,primary_care,,,,FePeNU3Wb4GR39jol6wyQw,1.0,1,1,2026-01-09 05:48:32.559412,2025-12-25 03:05:54.090662,1.0,1,Yelp Only
82,Pinnacle Counseling,25 E Washington St,Chicago,IL,60602,+13122989846,https://www.yelp.com/biz/pinnacle-counseling-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88310938876453,-87.6267552588695,,,,,YWw3zIcKN0cLb48dKLcwhA,4.5,8,1,2026-01-09 05:48:35.367056,2025-12-25 03:05:59.418576,4.5,8,Yelp Only
83,Advanced Fertility of Chicago,20 W Kinzie St,Chicago,IL,60654,+18476621818,https://www.yelp.com/biz/advanced-fertility-of-chicago-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88939085244959,-87.6289413335294,,,,,UsykUEYToOu2oVWw5ayTwA,4.0,1,1,2026-01-09 05:48:39.509910,2025-12-25 03:06:00.770570,4.0,1,Yelp Only
84,IVme Wellness + Aesthetics,1347 N Wells,Chicago,IL,60610,+13123501822,https://www.yelp.com/biz/ivme-wellness-aesthetics-chicago-4?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.9071,-87.63414,,,,,bYMz8lPhcxyKFpQiSElcww,4.6,98,1,2026-01-09 05:48:43.673409,2025-12-25 03:06:04.791975,4.6,98,Yelp Only
85,Herb + Ōhm,205 W Randolph St,Chicago,IL,60606,+13127571882,https://www.yelp.com/biz/herb-%C5%8Dhm-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88412335339037,-87.634173,,,,,Z2lHWy3A2SOEPjSowuyPIw,4.9,48,1,2026-01-09 05:48:42.297823,2025-12-25 03:06:06.178732,4.9,48,Yelp Only
86,"Robert J Sobel, MD",30 N Michigan Ave,Chicago,IL,60602,+13127260005,https://www.yelp.com/biz/robert-j-sobel-md-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88299,-87.62499,primary_care,,,,LmLadcexMkHTRBv9fmlGOQ,4.4,20,1,2026-01-09 05:48:46.276467,2025-12-25 03:06:10.785132,4.4,20,Yelp Only
87,Loop Chiropractic & Sports Injury Center,105 W Madison St,Chicago,IL,60602,+13122369355,https://www.yelp.com/biz/loop-chiropractic-and-sports-injury-center-chicago-9?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8818291,-87.6312275,,,,,76u1rj_p6daQDB7_jXKxlg,5.0,58,1,2026-01-09 05:48:48.982004,2025-12-25 03:06:12.276206,5.0,58,Yelp Only
88,Neurology Consultants,111 N Wabash Ave,Chicago,IL,60602,+13128634257,https://www.yelp.com/biz/neurology-consultants-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88357,-87.626,,,,,lsHLB_yVsFsLNsZmo0CGag,3.6,5,1,2026-01-09 05:49:03.961125,2025-12-25 03:06:13.717497,3.6,5,Yelp Only
89,CVS Pharmacy,1 S State St,Chicago,IL,60603,+13122792134,https://www.yelp.com/biz/cvs-pharmacy-chicago-80?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88195041433797,-87.62744613354225,,,,,Jzt4-3tp0jOgpBcHoFzoaQ,2.4,29,1,2026-01-09 05:48:50.358898,2025-12-25 03:06:15.094275,2.4,29,Yelp Only
90,"Daniel J Pohlman, MD",539 N Dearborn St,Chicago,IL,60654,+13125494400,https://www.yelp.com/biz/daniel-j-pohlman-md-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.891846,-87.6294623,primary_care,,,,RdDVaos9aboumGIAe2PE2Q,5.0,1,1,2025-12-25 05:05:26.001279,2025-12-25 03:06:18.270471,5.0,1,Yelp Only
91,Mind Body Healing Center,77 W Washington,Chicago,IL,60602,+13122855287,https://www.yelp.com/biz/mind-body-healing-center-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.882847,-87.63063,,,,,c-zschyUVYzTWj88sZI-9A,4.4,18,1,2026-01-09 05:48:54.445539,2025-12-25 03:06:20.097670,4.4,18,Yelp Only
92,Caris Pregnancy Counseling and Resources,111 N Wabash Ave,Chicago,IL,60602,+13122295700,https://www.yelp.com/biz/caris-pregnancy-counseling-and-resources-chicago-2?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8834938370233,-87.6259479018524,,,,,BKgMPM8bVdKMMAatF0MhUA,4.2,5,1,2025-12-25 05:05:27.386130,2025-12-25 03:06:21.503052,4.2,5,Yelp Only
93,"Michael W Glavin, LMFT",111 N Wabash Ave,Chicago,IL,60602,+13124700788,https://www.yelp.com/biz/michael-w-glavin-lmft-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88358970012783,-87.62600899501408,,,,,CgVTsVSuhqexTHvYwWzSgg,5.0,10,1,2025-12-25 05:05:31.240958,2025-12-25 03:06:24.144619,5.0,10,Yelp Only
94,"Evan Ng, M.D.",200 S Michigan Ave,Chicago,IL,60604,+13129223815,https://www.yelp.com/biz/evan-ng-m-d-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8793128,-87.6248906,primary_care,,,,dI08wWgZXUvMCQOiNxbfWg,4.9,21,1,2026-01-09 05:50:05.590693,2025-12-25 03:06:25.547759,4.9,21,Yelp Only
95,"Mukesh C Jain, MD",111 N Wabash Ave,Chicago,IL,60602,+13127269518,https://www.yelp.com/biz/mukesh-c-jain-md-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.883464,-87.625732,,,,,ZYsfUGUDrV7TmHKq7NpRcQ,4.1,10,1,2025-12-25 05:05:35.425965,2025-12-25 03:06:28.182353,4.1,10,Yelp Only
96,Mindful TMS,25 E Washington St,Chicago,IL,60602,+13122161211,https://www.yelp.com/biz/mindful-tms-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88292042507535,-87.62646764436634,,,,,qsY_yWBTX9Xmu0mR2XrjAQ,5.0,1,1,2026-01-09 05:48:55.815666,2025-12-25 03:06:29.642353,5.0,1,Yelp Only
97,Lume Wellness,351 W Hubbard St,Chicago,IL,60654,+13122852004,https://www.yelp.com/biz/lume-wellness-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88969,-87.63757,,,,,MhWP8RC33OyVy5yM_MKlFQ,4.8,64,1,2026-01-09 05:49:01.017236,2025-12-25 03:06:33.799636,4.8,64,Yelp Only
98,South Loop Immediate Care,1430 S Michigan Ave,Chicago,IL,60605,+13126633522,https://www.yelp.com/biz/south-loop-immediate-care-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.863226,-87.624258,urgent_care,,,,X3HOHEOwLmp11W4El1mbOg,4.5,124,1,2026-01-09 05:49:17.151409,2025-12-25 03:06:42.415702,4.5,124,Yelp Only
99,Ami Desai,200 S Michigan Ave,Chicago,IL,60604,+13129223815,https://www.yelp.com/biz/ami-desai-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.879306,-87.624916,primary_care,,,,8BwQJEuZkudEQVJju3rDFA,4.6,26,1,2026-01-09 05:50:19.530512,2025-12-25 03:07:18.780782,4.6,26,Yelp Only
100,Michigan Avenue Internists,200 S Michigan Ave,Chicago,IL,60604,+13129223815,https://www.yelp.com/biz/michigan-avenue-internists-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.879323,-87.624936,primary_care,,,,w4Zhs07XsnguR_qiAbIIlg,3.9,55,1,2026-01-09 05:49:51.646113,2025-12-25 03:07:21.553392,3.9,55,Yelp Only
101,Full Spectrum Health,122 S Michigan Ave,Chicago,IL,60603,+18584559726,https://www.yelp.com/biz/full-spectrum-health-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8799743652344,-87.6249465942383,primary_care,,,,5iFib72VwKhK3Rt756d_xg,3.0,2,1,2026-01-09 05:50:07.048543,2025-12-25 03:07:31.355544,3.0,2,Yelp Only
102,Northwestern Medicine Immediate Care South Loop,1135 S Delano Ct,Chicago,IL,60605,+13126942273,https://www.yelp.com/biz/northwestern-medicine-immediate-care-south-loop-chicago-3?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.8682329,-87.6320553,primary_care,,,,rwQpZaecNAMVtz1jRcpdDQ,3.3,14,1,2026-01-09 05:50:13.973173,2025-12-25 03:07:40.014254,3.3,14,Yelp Only
103,"Farah Khan, MD",30 S Michigan Ave,Chicago,IL,60603,+13129771185,https://www.yelp.com/biz/farah-khan-md-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88121192574501,-87.62467413448537,primary_care,,,,fjYphrU4JX6nKWVekvo1YA,3.0,28,1,2026-01-09 05:49:57.213945,2025-12-25 03:07:41.387804,3.0,28,Yelp Only
104,China Square Clinic,"2142 S Archer Ave, Chicago, IL 60616, USA",,,,(312) 326-1400,https://www.thorek.org/locations/china-square-clinic,41.8538114,-87.63385509999999,,ChIJ1fzGhmEsDogRE2fMbUOV9gw,1.8,10,,,,1,2025-12-27 01:07:47.138468,2025-12-25 03:46:05.971123,1.8,10,Google Only
105,MinuteClinic at CVS,"741 W 31st St, Chicago, IL 60616, USA",,,,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/il/chicago/8738.html?WT.mc_id=LS_mc_google_carenav_8738,41.8376549,-87.64539529999999,,ChIJe_D53HQtDogR7sCPacHGCXI,3.6,39,,,,1,2025-12-25 04:31:55.211484,2025-12-25 04:31:55.211493,3.6,39,Google Only
106,MinuteClinic at CVS,"344 W Hubbard St, Chicago, IL 60654, USA",,,,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/il/chicago/788.html?WT.mc_id=LS_mc_google_carenav_788,41.8902142,-87.6372579,,ChIJ8QJoC7YsDogR3lRWFZE0yFI,3.0,26,,,,1,2025-12-25 04:31:57.415283,2025-12-25 04:31:57.415291,3.0,26,Google Only
107,Primary Care Plus,"1801 W Taylor St, Chicago, IL 60612, USA",,,,(312) 413-3627,https://www.uic.edu/apps/departments-az/search?dispatch=find&orgid=97547,41.8687137,-87.67206949999999,,ChIJW6C3nREtDogRKEji7qJ9jcE,5.0,2,,,,1,2025-12-25 04:31:58.526570,2025-12-25 04:31:58.526576,5.0,2,Google Only
108,MinuteClinic,"2656 N Elston Ave, Chicago, IL 60647, USA",,,,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/il/chicago/16361.html?WT.mc_id=LS_mc_google_carenav_16361,41.928476,-87.6850778,,ChIJNej36I7SD4gRPPrwaZml4Po,3.1,37,,,,1,2025-12-25 04:31:59.632202,2025-12-25 04:31:59.632207,3.1,37,Google Only
109,MinuteClinic,"1200 N Larrabee St, Chicago, IL 60610, USA",,,,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/il/chicago/17591.html?WT.mc_id=LS_mc_google_carenav_17591,41.9043994,-87.6440848,,ChIJz6FUvzDTD4gRCvjdy6c8e88,4.5,14,,,,1,2025-12-25 04:32:00.742986,2025-12-25 04:32:00.742994,4.5,14,Google Only
110,Northwestern Medicine Preoperative Clinic,"233 E Superior St, Chicago, IL 60611, USA",,,,(312) 926-4343,http://preop.nm.org/locations-hours-and-appointments.html,41.8955995,-87.6211716,,ChIJ_6_zxVTTD4gREQwjtOuOlhA,3.0,2,,,,1,2025-12-25 04:32:04.055786,2025-12-25 04:32:04.055799,3.0,2,Google Only
111,New Life Clinic of Chicago,"180 Michigan Ave, Chicago, IL 60601, USA",,,,(312) 332-4269,,41.88551959999999,-87.6249764,,ChIJEcn5Xa8sDogRoUUjNWjaoRk,,,,,,1,2025-12-25 04:32:06.247518,2025-12-25 04:32:06.247528,,0,Google Only
112,University-Il Clinics,"1801 W Taylor St, Chicago, IL 60612, USA",,,,(312) 996-7714,http://www.uic.edu/,41.8687969,-87.6718398,,ChIJo_y8dBEtDogRujpW_faZrqA,,,,,,1,2025-12-25 04:32:09.516371,2025-12-25 04:32:09.516382,,0,Google Only
113,Chicago General Health Services,"1351 S Morgan St, Chicago, IL 60608, USA",,,,(312) 733-6940,,41.864057,-87.6506388,,ChIJ9aJK_fosDogRuUbgeFsn9_M,,,,,,1,2025-12-25 04:32:12.793465,2025-12-25 04:32:12.793474,,0,Google Only
114,Cook County Health Specialty Care Center,"1901 W Harrison St, Chicago, IL 60612, USA",,,,(312) 864-0200,https://cookcountyhealth.org/locations/specialty-care-center/?utm_source=GMBSocialClimb&utm_medium=CookCountyHealthSpecialtyCareHealthCenter,41.8737108,-87.6744762,,ChIJ0SOhshUtDogRKJsh_7lP68U,5.0,2,,,,1,2025-12-25 04:32:13.919660,2025-12-25 04:32:13.919670,5.0,2,Google Only
115,Physicians Immediate Care,"121 W North Ave, Chicago, IL 60610, USA",,,,(312) 643-5606,https://www.wellnow.com/urgent-care-centers/illinois/chicago/121-w-north-avenue-60610/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_content=listing,41.9109531,-87.63263529999999,,ChIJBVHA7kPTD4gR7yyMOHJIxIE,4.5,688,,,,1,2025-12-27 01:07:48.263902,2025-12-27 01:07:48.263908,4.5,688,Google Only
116,Sage Therapy ,155 N Michigan Ave,Chicago,IL,60601,+13128197381,https://www.yelp.com/biz/sage-therapy-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88517035824185,-87.62420661718932,,,,,GAmGL9egqRNEtx7k5A1OtA,4.0,4,1,2025-12-27 01:09:03.620505,2025-12-27 01:09:03.620515,4.0,4,Yelp Only
117,Ova Egg Freezing Speciality Center,401 N Michigan Ave,Chicago,IL,60611,+13128000228,https://www.yelp.com/biz/ova-egg-freezing-speciality-center-chicago?adjust_creative=bW9tF4xYi6np6FiGvjpZYA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=bW9tF4xYi6np6FiGvjpZYA,41.88963435956129,-87.62287716097615,,,,,tmZcUzWaIcr0raWCb-GrFw,4.7,24,1,2026-01-09 05:47:50.122925,2026-01-09 05:47:50.122933,4.7,24,Yelp Only
